statePostalCode,state,county,stationId,siteNumber,placeName,huc,Region,totalArea,siteTypeDescription,latitude,longitude,latLongAccuracyDescription,googleMap
GA,GEORGIA,SCHLEY,2349350,02349350,"BUCK CREEK AT US 19, NEAR ELLAVILLE, GA",3130006,South Atlantic-Gulf,150,STREAM,32.309,-84.293,S,"<a href=http://maps.google.com/?q=32.3098777149,-84.2932469575+(02349350)&z=14>google map</a>"
GA,GEORGIA,MACON,2349500,02349500,"FLINT RIVER AT MONTEZUMA, GA",3130006,South Atlantic-Gulf,2900,STREAM,32.298,-84.043,S,"<a href=http://maps.google.com/?q=32.2982133582,-84.0437965147+(02349500)&z=14>google map</a>"
GA,GEORGIA,MACON,2349685,02349685,"HOGCRAWL CREEK AT GA 329, NEAR FIVE POINTS, GA",3130006,South Atlantic-Gulf,29.57,STREAM,32.293,-83.891,S,"<a href=http://maps.google.com/?q=32.2934918903,-83.8918482046+(02349685)&z=14>google map</a>"
GA,GEORGIA,DOOLY,2349900,02349900,"TURKEY CREEK AT BYROMVILLE, GA",3130006,South Atlantic-Gulf,47.5,STREAM,32.195,-83.902,S,"<a href=http://maps.google.com/?q=32.1955555556,-83.9022222222+(02349900)&z=14>google map</a>"
GA,GEORGIA,SUMTER,2350070,02350070,"LIME CREEK AT GA 195, NEAR DESOTO, GA",3130006,South Atlantic-Gulf,35.9,STREAM,32.032,-84.052,U,"<a href=http://maps.google.com/?q=32.0321131529,-84.0521249091+(02350070)&z=14>google map</a>"
GA,GEORGIA,SUMTER,2350078,02350078,"DOMINY BRANCH NEAR COBB, GA",3130006,South Atlantic-Gulf,12.14,STREAM,32.029,-84.007,S,"<a href=http://maps.google.com/?q=32.0290586398,-84.0074009519+(02350078)&z=14>google map</a>"
GA,GEORGIA,SUMTER,2350079,02350079,"LIME CREEK BELOW DOMINY BRANCH NEAR COBB, GA",3130006,South Atlantic-Gulf,-999,STREAM,32.033,-83.999,U,"<a href=http://maps.google.com/?q=32.0332252749,-83.999900772+(02350079)&z=14>google map</a>"
GA,GEORGIA,SUMTER,2350080,02350080,"LIME CREEK NEAR COBB, GA",3130006,South Atlantic-Gulf,61.4,STREAM,32.033,-83.996,S,"<a href=http://maps.google.com/?q=32.0338888889,-83.9963888889+(02350080)&z=14>google map</a>"
GA,GEORGIA,CRISP,2350360,02350360,"SWIFT CREEK NEAR WARWICK, GA.",3130006,South Atlantic-Gulf,40,STREAM,31.839,-83.854,U,"<a href=http://maps.google.com/?q=31.8390638822,-83.8548972628+(02350360)&z=14>google map</a>"
GA,GEORGIA,LEE,2350470,02350470,"CHOKEE CREEK AT NEW YORK ROAD, NEAR LEESBURG, GA",3130006,South Atlantic-Gulf,51.24,STREAM,31.878,-83.992,S,"<a href=http://maps.google.com/?q=31.8786111111,-83.9927777778+(02350470)&z=14>google map</a>"
GA,GEORGIA,WORTH,2350509,02350509,"JONES CREEK NEAR OAKFIELD, GA",3130006,South Atlantic-Gulf,50.5,STREAM,31.759,-83.978,U,"<a href=http://maps.google.com/?q=31.759339929,-83.9782362898+(02350509)&z=14>google map</a>"
GA,GEORGIA,WEBSTER,2350798,02350798,"BEAR CREEK AT CR 124, NEAR PARROTT, GA",3130007,South Atlantic-Gulf,48.08,STREAM,31.944,-84.493,S,"<a href=http://maps.google.com/?q=31.9443287555,-84.4938048163+(02350798)&z=14>google map</a>"
GA,GEORGIA,LEE,2350900,02350900,"KINCHAFOONEE CREEK AT PINEWOOD ROAD, NR DAWSON, GA",3130007,South Atlantic-Gulf,527,STREAM,31.764,-84.253,S,"<a href=http://maps.google.com/?q=31.7644444444,-84.2533333333+(02350900)&z=14>google map</a>"
GA,GEORGIA,SUMTER,2351790,02351790,"MUCKALOOCHEE CREEK AT CROSS ROAD, NEAR SUMTER, GA",3130007,South Atlantic-Gulf,38.53,STREAM,31.949,-84.276,S,"<a href=http://maps.google.com/?q=31.9497222222,-84.2761111111+(02351790)&z=14>google map</a>"
GA,GEORGIA,LEE,2351860,02351860,"MUCKALOOCHEE CR AT EAGLE POND RD, NR SMITHVILLE,GA",3130007,South Atlantic-Gulf,56.08,STREAM,31.86,-84.208,S,"<a href=http://maps.google.com/?q=31.8607242433,-84.2087982073+(02351860)&z=14>google map</a>"
GA,GEORGIA,LEE,2351890,02351890,"MUCKALEE CREEK AT GA 195, NEAR LEESBURG, GA",3130007,South Atlantic-Gulf,362,STREAM,31.776,-84.139,S,"<a href=http://maps.google.com/?q=31.7761111111,-84.1394444444+(02351890)&z=14>google map</a>"
GA,GEORGIA,BAKER,2352980,02352980,"COOLEEWAHEE CREEK NEAR NEWTON, GA",3130008,South Atlantic-Gulf,156,STREAM,31.33,-84.33,U,"<a href=http://maps.google.com/?q=31.3301792052,-84.3304646086+(02352980)&z=14>google map</a>"
GA,GEORGIA,BAKER,2353000,02353000,"FLINT RIVER AT NEWTON, GA",3130008,South Atlantic-Gulf,5740,STREAM,31.306,-84.338,S,"<a href=http://maps.google.com/?q=31.3069444444,-84.3388888889+(02353000)&z=14>google map</a>"
GA,GEORGIA,TERRELL,2353097,02353097,"ICHAWAYNOCHAWAY CR AT CHERRY COLA RD NR DAWSON, GA",3130009,South Atlantic-Gulf,52.03,STREAM,31.825,-84.567,S,"<a href=http://maps.google.com/?q=31.8254419283,-84.5674179093+(02353097)&z=14>google map</a>"
GA,GEORGIA,TERRELL,2353098,02353098,"TURKEY CREEK AT CHERRY COLA ROAD, NEAR GRAVES, GA",3130009,South Atlantic-Gulf,36.49,STREAM,31.825,-84.564,S,"<a href=http://maps.google.com/?q=31.8258333333,-84.5647222222+(02353098)&z=14>google map</a>"
GA,GEORGIA,RANDOLPH,2353190,02353190,"LITTLE ICHAWAYNOCHAWAY CR AT CR 3, NR CUTHBERT, GA",3130009,South Atlantic-Gulf,37.91,STREAM,31.803,-84.64,S,"<a href=http://maps.google.com/?q=31.8038888889,-84.64+(02353190)&z=14>google map</a>"
GA,GEORGIA,CALHOUN,2353245,02353245,"FALLING CREEK AT CR 149, NEAR MORGAN, GA",3130009,South Atlantic-Gulf,21.14,STREAM,31.615,-84.566,S,"<a href=http://maps.google.com/?q=31.6158333333,-84.5666666667+(02353245)&z=14>google map</a>"
GA,GEORGIA,RANDOLPH,2353330,02353330,"PACHITLA CREEK FOUNTAIN BRIDGE RD, NR CARNEGIE, GA",3130009,South Atlantic-Gulf,58.56,STREAM,31.663,-84.687,S,"<a href=http://maps.google.com/?q=31.6638888889,-84.6875+(02353330)&z=14>google map</a>"
GA,GEORGIA,RANDOLPH,2353360,02353360,"CARTER CREEK AT CR 20, NEAR CARNEGIE, GA",3130009,South Atlantic-Gulf,58.54,STREAM,31.622,-84.698,S,"<a href=http://maps.google.com/?q=31.6227777778,-84.6983333333+(02353360)&z=14>google map</a>"
GA,GEORGIA,BAKER,2353500,02353500,"ICHAWAYNOCHAWAY CREEK AT MILFORD, GA",3130009,South Atlantic-Gulf,620,STREAM,31.382,-84.546,S,"<a href=http://maps.google.com/?q=31.3827777778,-84.5463888889+(02353500)&z=14>google map</a>"
GA,GEORGIA,DOUGHERTY,2354437,02354437,"KIOKEE CREEK AT WALKER DUCKER RD, NEAR ALBANY, GA",3130009,South Atlantic-Gulf,54.42,STREAM,31.528,-84.359,S,"<a href=http://maps.google.com/?q=31.5282295898,-84.3593552925+(02354437)&z=14>google map</a>"
GA,GEORGIA,BAKER,2354500,02354500,"CHICKASAWHATCHEE CREEK AT ELMODEL, GA",3130009,South Atlantic-Gulf,320,STREAM,31.35,-84.482,S,"<a href=http://maps.google.com/?q=31.3505555556,-84.4825+(02354500)&z=14>google map</a>"
GA,GEORGIA,BAKER,2355350,02355350,"ICHAWAYNOCHAWAY CREEK BELOW NEWTON, GA",3130009,South Atlantic-Gulf,1040,STREAM,31.217,-84.47,S,"<a href=http://maps.google.com/?q=31.2175,-84.4708333333+(02355350)&z=14>google map</a>"
GA,GEORGIA,BAKER,2355600,02355600,"BIG CYPRESS CREEK NEAR NEWTON, GA",3130009,South Atlantic-Gulf,62.82,STREAM,31.204,-84.497,S,"<a href=http://maps.google.com/?q=31.204070853,-84.4979678828+(02355600)&z=14>google map</a>"
GA,GEORGIA,MILLER,2356860,02356860,"BIG DRAIN CREEK AT GA 310, NEAR BOYKIN, GA",3130010,South Atlantic-Gulf,42.73,STREAM,31.09,-84.705,S,"<a href=http://maps.google.com/?q=31.0901841616,-84.7054741373+(02356860)&z=14>google map</a>"
GA,GEORGIA,MILLER,2356945,02356945,"AYCOCKS CREEK AT GA 273, NEAR COLQUITT, GA",3130010,South Atlantic-Gulf,47.42,STREAM,31.165,-84.816,S,"<a href=http://maps.google.com/?q=31.165459802,-84.8168665287+(02356945)&z=14>google map</a>"
GA,GEORGIA,MILLER,2356960,02356960,"CYPRESS CREEK AT GA 91, NEAR COLQUITT, GA",3130010,South Atlantic-Gulf,12.12,STREAM,31.157,-84.785,S,"<a href=http://maps.google.com/?q=31.1574046422,-84.7857544025+(02356960)&z=14>google map</a>"
GA,GEORGIA,MILLER,2356980,02356980,"AYCOCKS CREEK NEAR BOYKIN, GA",3130010,South Atlantic-Gulf,105,STREAM,31.086,-84.736,U,"<a href=http://maps.google.com/?q=31.0865730896,-84.7365862155+(02356980)&z=14>google map</a>"
GA,GEORGIA,DECATUR,2357000,02357000,"SPRING CREEK NEAR IRON CITY, GA.",3130010,South Atlantic-Gulf,485,STREAM,31.039,-84.738,S,"<a href=http://maps.google.com/?q=31.0399074244,-84.7382529801+(02357000)&z=14>google map</a>"
GA,GEORGIA,DECATUR,2357050,02357050,"SPRING CREEK AT US 84, AT BRINSON, GA",3130010,South Atlantic-Gulf,566,STREAM,30.975,-84.745,U,"<a href=http://maps.google.com/?q=30.9751865052,-84.7454753899+(02357050)&z=14>google map</a>"
FL,FLORIDA,GADSDEN,2358000,02358000,APALACHICOLA RIVER AT CHATTAHOOCHEE FLA,3130011,South Atlantic-Gulf,17200,STREAM,30.701,-84.859,S,"<a href=http://maps.google.com/?q=30.7010251116,-84.8590871483+(02358000)&z=14>google map</a>"
FL,FLORIDA,CALHOUN,2358700,02358700,"APALACHICOLA RIVER NR BLOUNTSTOWN,FLORIDA",3130011,South Atlantic-Gulf,17600,STREAM,30.425,-85.031,S,"<a href=http://maps.google.com/?q=30.4251962491,-85.03130592+(02358700)&z=14>google map</a>"
FL,FLORIDA,CALHOUN,2359000,02359000,"CHIPOLA RIVER NR ALTHA, FLA.",3130012,South Atlantic-Gulf,781,STREAM,30.534,-85.165,S,"<a href=http://maps.google.com/?q=30.5340831896,-85.1651996106+(02359000)&z=14>google map</a>"
FL,FLORIDA,GULF,2359101,02359101,"CHIPOLA RIVER AT DEAD LAKE OT NR WEWAHITCHKA, FL",3130012,South Atlantic-Gulf,1205,STREAM,30.127,-85.177,S,"<a href=http://maps.google.com/?q=30.1274222581,-85.1774158195+(02359101)&z=14>google map</a>"
FL,FLORIDA,FRANKLIN,2359170,02359170,"APALACHICOLA RIVER NR SUMATRA,FLA.",3130011,South Atlantic-Gulf,19200,STREAM,29.949,-85.015,S,"<a href=http://maps.google.com/?q=29.9493709438,-85.0154685753+(02359170)&z=14>google map</a>"
GA,GEORGIA,FLOYD,2388518,02388518,"LITTLE DRY CREEK AT US HWY 27 AT ROME, GA.",3150103,South Atlantic-Gulf,7.73,STREAM,34.268,-85.18,S,"<a href=http://maps.google.com/?q=34.2689821135,-85.180784222+(02388518)&z=14>google map</a>"
GA,GEORGIA,FLOYD,2397000,02397000,"COOSA RIVER NEAR ROME, GA",3150105,South Atlantic-Gulf,4040,STREAM,34.2,-85.256,S,"<a href=http://maps.google.com/?q=34.2003728603,-85.2566196062+(02397000)&z=14>google map</a>"
GA,GEORGIA,CHATTOOGA,2397939,02397939,"CHAPPEL CREEK AT LONG BRANCH RD NEAR TRION, GA.",3150105,South Atlantic-Gulf,5.53,STREAM,34.57,-85.28,S,"<a href=http://maps.google.com/?q=34.5703617121,-85.2802325787+(02397939)&z=14>google map</a>"
GA,GEORGIA,CHATTOOGA,2398001,02398001,"TOWN CREEK NEAR SUMMERVILLE, GEORGIA",3150105,South Atlantic-Gulf,1.81,STREAM,34.477,-85.346,S,"<a href=http://maps.google.com/?q=34.4775864585,-85.3469008761+(02398001)&z=14>google map</a>"
AL,ALABAMA,CHEROKEE,2398300,02398300,CHATTOOGA RIVER ABOVE GAYLESVILLE AL,3150105,South Atlantic-Gulf,366,STREAM,34.29,-85.509,U,"<a href=http://maps.google.com/?q=34.2903696508,-85.5091267529+(02398300)&z=14>google map</a>"
AL,ALABAMA,DE KALB,2400675,02400675,UNNAMED TR TO BIG WILLS CR AT SR35 NR FORT PAYNE,3150106,South Atlantic-Gulf,4.66,STREAM,34.436,-85.743,S,"<a href=http://maps.google.com/?q=34.4367549526,-85.7438566438+(02400675)&z=14>google map</a>"
AL,ALABAMA,DE KALB,2400725,02400725,"MUSH CREEK NEAR PORTERSVILLE, ALABAMA",3150106,South Atlantic-Gulf,9.44,STREAM,34.334,-85.83,S,"<a href=http://maps.google.com/?q=34.3342579603,-85.8305249673+(02400725)&z=14>google map</a>"
AL,ALABAMA,DE KALB,2400800,02400800,LITTLE WILLS CR AT COLLINS CHAP RD AT COLLINSVILLE,3150106,South Atlantic-Gulf,10.8,STREAM,34.268,-85.865,S,"<a href=http://maps.google.com/?q=34.2684264212,-85.8658030021+(02400800)&z=14>google map</a>"
AL,ALABAMA,ST CLAIR,2401350,02401350,"BIG CANOE CREEK AT CANOE CR RD NR SPRINGVILLE, AL",3150106,South Atlantic-Gulf,21,STREAM,33.793,-86.517,S,"<a href=http://maps.google.com/?q=33.7931551797,-86.5172082918+(02401350)&z=14>google map</a>"
AL,ALABAMA,ST CLAIR,2401355,02401355,"UNNAMED TRI TO BIG CANOE CR NR SPRINGVILLE, AL",3150106,South Atlantic-Gulf,13.6,STREAM,33.793,-86.488,S,"<a href=http://maps.google.com/?q=33.7937106254,-86.4885962987+(02401355)&z=14>google map</a>"
AL,ALABAMA,CALHOUN,2401749,02401749,"WILLIAMS BRANCH NR JACKSONVILLE, ALA",3150106,South Atlantic-Gulf,9.23,STREAM,33.823,-85.781,S,"<a href=http://maps.google.com/?q=33.8237121944,-85.7816318884+(02401749)&z=14>google map</a>"
AL,ALABAMA,CALHOUN,2401760,02401760,"LITTLE TALLASSEEHATCHEE CREEK NEAR WEAVER, AL",3150106,South Atlantic-Gulf,14.8,STREAM,33.779,-85.785,S,"<a href=http://maps.google.com/?q=33.7798235528,-85.7857983412+(02401760)&z=14>google map</a>"
AL,ALABAMA,CALHOUN,2403380,02403380,"SNOW CREEK BELOW ANNISTON, ALA",3150106,South Atlantic-Gulf,17.3,STREAM,33.615,-85.824,S,"<a href=http://maps.google.com/?q=33.6153825787,-85.8249645437+(02403380)&z=14>google map</a>"
AL,ALABAMA,TALLADEGA,2406930,02406930,"SHIRTEE CREEK NEAR ODENA, ALABAMA",3150107,South Atlantic-Gulf,16.5,STREAM,33.211,-86.273,S,"<a href=http://maps.google.com/?q=33.2117816355,-86.2733080591+(02406930)&z=14>google map</a>"
AL,ALABAMA,TALLAPOOSA,2418264,02418264,SOUGAHATCHEE CREEK ABOVE REELTOWN AL,3150110,South Atlantic-Gulf,171,STREAM,32.614,-85.723,S,"<a href=http://maps.google.com/?q=32.6140223384,-85.7235664989+(02418264)&z=14>google map</a>"
AL,ALABAMA,MONTGOMERY,2419890,02419890,TALLAPOOSA RIVER NEAR MONT.-MONT. WATER WORKS,3150110,South Atlantic-Gulf,4646,STREAM,32.439,-86.195,U,"<a href=http://maps.google.com/?q=32.43985898,-86.195522164+(02419890)&z=14>google map</a>"
AL,ALABAMA,MONTGOMERY,2419977,02419977,"THREE MILE BRANCH @ NORTH BLVD AT MONTGOMERY, AL",3150201,South Atlantic-Gulf,8.79,STREAM,32.422,-86.254,S,"<a href=http://maps.google.com/?q=32.4223593153,-86.2549683056+(02419977)&z=14>google map</a>"
AL,ALABAMA,MONTGOMERY,2421115,02421115,"PINTLALLA CR. @ LIBERTY CHURCH RD NR PINTLALLA, AL",3150201,South Atlantic-Gulf,59.3,STREAM,32.152,-86.353,S,"<a href=http://maps.google.com/?q=32.15292215,-86.3535796221+(02421115)&z=14>google map</a>"
AL,ALABAMA,JEFFERSON,2423120,02423120,"CAHABA RIVER ABOVE TRUSSVILLE, ALABAMA",3150201,South Atlantic-Gulf,19.3,STREAM,33.63,-86.602,S,"<a href=http://maps.google.com/?q=33.6306582319,-86.6027644828+(02423120)&z=14>google map</a>"
AL,ALABAMA,JEFFERSON,2423397,02423397,"LITTLE CAHABA RIVER BELOW LEEDS, AL.",3150202,South Atlantic-Gulf,17,STREAM,33.534,-86.562,S,"<a href=http://maps.google.com/?q=33.534548859,-86.5624846822+(02423397)&z=14>google map</a>"
AL,ALABAMA,JEFFERSON,2423515,02423515,"PATTON CREEK NR BLUFF PARK BL PATTON CHAPEL, ALA",3150202,South Atlantic-Gulf,11.1,STREAM,33.388,-86.827,S,"<a href=http://maps.google.com/?q=33.3889984765,-86.8272117654+(02423515)&z=14>google map</a>"
AL,ALABAMA,SHELBY,2423536,02423536,"BUCK CREEK AT BUCK CREEK RD AT ALABASTER, AL.",3150202,South Atlantic-Gulf,13.4,STREAM,33.238,-86.824,S,"<a href=http://maps.google.com/?q=33.2384480944,-86.8247107851+(02423536)&z=14>google map</a>"
AL,ALABAMA,JEFFERSON,2423576,02423576,"SHADES CREEK AT LAKESHORE DR NR MOUNTAIN BROOK, AL",3150202,South Atlantic-Gulf,16.7,STREAM,33.48,-86.759,S,"<a href=http://maps.google.com/?q=33.4806614266,-86.7594329822+(02423576)&z=14>google map</a>"
AL,ALABAMA,JEFFERSON,2423581,02423581,"SHADES CREEK AT SAMFORD UNIV AT HOMEWOOD, AL.",3150202,South Atlantic-Gulf,21.7,STREAM,33.461,-86.793,S,"<a href=http://maps.google.com/?q=33.4612179382,-86.7933225461+(02423581)&z=14>google map</a>"
AL,ALABAMA,JEFFERSON,2423590,02423590,"UNNAMED TRIB TO SHADES CR AT FEDEX NR OXMOOR, AL",3150202,South Atlantic-Gulf,2.31,STREAM,33.443,-86.839,S,"<a href=http://maps.google.com/?q=33.4437188835,-86.8394346209+(02423590)&z=14>google map</a>"
AL,ALABAMA,JEFFERSON,2423620,02423620,LITTLE SHADES C AT STATE HWY 150 NR BESSEMER AL,3150202,South Atlantic-Gulf,8.42,STREAM,33.38,-86.929,S,"<a href=http://maps.google.com/?q=33.3806660079,-86.9291584889+(02423620)&z=14>google map</a>"
AL,ALABAMA,SHELBY,2423729,02423729,"DRY CREEK AT SPRING CR RD NR MONTEVALLO, AL",3150202,South Atlantic-Gulf,13.4,STREAM,33.104,-86.838,S,"<a href=http://maps.google.com/?q=33.1048410777,-86.838044+(02423729)&z=14>google map</a>"
AL,ALABAMA,BIBB,2424000,02424000,CAHABA RIVER AT CENTREVILLE AL,3150202,South Atlantic-Gulf,1027,STREAM,32.945,-87.139,S,"<a href=http://maps.google.com/?q=32.9451238324,-87.1391623016+(02424000)&z=14>google map</a>"
AL,ALABAMA,MONROE,2428400,02428400,ALABAMA RIVER AT CLAIBORNE L&D NEAR MONROEVILLE,3150204,South Atlantic-Gulf,21473,STREAM,31.615,-87.55,S,"<a href=http://maps.google.com/?q=31.6151584948,-87.5505479827+(02428400)&z=14>google map</a>"
AL,ALABAMA,MONROE,2429500,02429500,ALABAMA RIVER AT CLAIBORNE AL,3150204,South Atlantic-Gulf,21967,STREAM,31.546,-87.512,U,"<a href=http://maps.google.com/?q=31.546827484,-87.5124908321+(02429500)&z=14>google map</a>"
MS,MISSISSIPPI,LEE,2434000,02434000,"TOWN CREEK AT TUPELO, MS",3160102,South Atlantic-Gulf,111,STREAM,34.294,-88.708,U,"<a href=http://maps.google.com/?q=34.2942724142,-88.7089420573+(02434000)&z=14>google map</a>"
MS,MISSISSIPPI,MONROE,2439400,02439400,"BUTTAHATCHEE RIVER NR ABERDEEN, MS",3160103,South Atlantic-Gulf,798,STREAM,33.79,-88.314,U,"<a href=http://maps.google.com/?q=33.7901116648,-88.3147592863+(02439400)&z=14>google map</a>"
AL,ALABAMA,PICKENS,2444490,02444490,"BOGUE CHITTO CREEK NEAR MEMPHIS, ALABAMA",3160106,South Atlantic-Gulf,52.6,STREAM,33.092,-88.299,S,"<a href=http://maps.google.com/?q=33.0923477336,-88.2994783321+(02444490)&z=14>google map</a>"
AL,ALABAMA,WALKER,2454055,02454055,"LOST CREEK ABOVE PARRISH, AL.",3160109,South Atlantic-Gulf,143,STREAM,33.741,-87.326,U,"<a href=http://maps.google.com/?q=33.7417756011,-87.3269482768+(02454055)&z=14>google map</a>"
AL,ALABAMA,BLOUNT,2454500,02454500,"LOCUST FORK BELOW SNEAD, AL.",3160111,South Atlantic-Gulf,147,STREAM,34.134,-86.386,U,"<a href=http://maps.google.com/?q=34.1345404686,-86.3866505417+(02454500)&z=14>google map</a>"
AL,ALABAMA,JEFFERSON,2456900,02456900,FIVEMILE CREEK AT FIVEMILE ROAD NEAR HUFFMAN AL,3160111,South Atlantic-Gulf,9.7,STREAM,33.608,-86.699,S,"<a href=http://maps.google.com/?q=33.608158878,-86.6999888731+(02456900)&z=14>google map</a>"
AL,ALABAMA,JEFFERSON,2456980,02456980,"FIVEMILE CREEK AT LAWSON ROAD NR TARRANT CITY, AL.",3160111,South Atlantic-Gulf,18.6,STREAM,33.607,-86.743,S,"<a href=http://maps.google.com/?q=33.6076034336,-86.7430454945+(02456980)&z=14>google map</a>"
AL,ALABAMA,JEFFERSON,2458150,02458150,"VILLAGE CREEK AT EAST LAKE IN BIRMINGHAM, AL",3160111,South Atlantic-Gulf,4.83,STREAM,33.57,-86.724,S,"<a href=http://maps.google.com/?q=33.5701039812,-86.7241555757+(02458150)&z=14>google map</a>"
AL,ALABAMA,JEFFERSON,2461200,02461200,VALLEY CREEK AT CLEBURN AVENUE NR POWDERLY AL,3160112,South Atlantic-Gulf,20.1,STREAM,33.468,-86.888,S,"<a href=http://maps.google.com/?q=33.468996161,-86.8883248167+(02461200)&z=14>google map</a>"
AL,ALABAMA,JEFFERSON,2461500,02461500,"VALLEY CREEK NEAR BESSEMER, AL",3160112,South Atlantic-Gulf,52.5,STREAM,33.419,-86.982,U,"<a href=http://maps.google.com/?q=33.4192762125,-86.982771108+(02461500)&z=14>google map</a>"
AL,ALABAMA,JEFFERSON,2461670,02461670,"FIVEMILE CREEK AT FREEMAN AVE NR MCCALLA, ALABAMA",3160112,South Atlantic-Gulf,13.1,STREAM,33.363,-87.019,S,"<a href=http://maps.google.com/?q=33.3637226388,-87.019160397+(02461670)&z=14>google map</a>"
AL,ALABAMA,TUSCALOOSA,2462500,02462500,BLACK WARRIOR R AT BANKHEAD L&D NEAR BESSEMER AL,3160112,South Atlantic-Gulf,3981,STREAM,33.458,-87.354,S,"<a href=http://maps.google.com/?q=33.4584457185,-87.3541676526+(02462500)&z=14>google map</a>"
AL,ALABAMA,TUSCALOOSA,2462501,02462501,BLACK WARRIOR R BL BANKHEAD L&D NEAR BESSEMER AL,3160112,South Atlantic-Gulf,3981,STREAM,33.457,-87.355,U,"<a href=http://maps.google.com/?q=33.4570568683,-87.3550010044+(02462501)&z=14>google map</a>"
AL,ALABAMA,TUSCALOOSA,2463500,02463500,HURRICANE CREEK NEAR HOLT AL,3160112,South Atlantic-Gulf,108,STREAM,33.211,-87.447,S,"<a href=http://maps.google.com/?q=33.2112291674,-87.4475034995+(02463500)&z=14>google map</a>"
AL,ALABAMA,TUSCALOOSA,2465288,02465288,CRIBBS MILL CREEK AT GREENSBORO AVE AT TUSCALOOSA,3160113,South Atlantic-Gulf,9.55,STREAM,33.176,-87.547,S,"<a href=http://maps.google.com/?q=33.1762304432,-87.5477838579+(02465288)&z=14>google map</a>"
AL,ALABAMA,CHOCTAW,2469761,02469761,"TOMBIGBEE R AT COFFEEVILLE L&D NR COFFEEVILLE, AL.",3160203,South Atlantic-Gulf,18417,STREAM,31.758,-88.129,S,"<a href=http://maps.google.com/?q=31.7584906585,-88.1291763151+(02469761)&z=14>google map</a>"
AL,ALABAMA,CHOCTAW,2469762,02469762,TOMBIGBEE R BL COFFEEVILLE L&D NEAR COFFEEVILLE,3160203,South Atlantic-Gulf,18417,STREAM,31.757,-88.125,S,"<a href=http://maps.google.com/?q=31.7571018255,-88.1250095046+(02469762)&z=14>google map</a>"
AL,ALABAMA,CLARKE,2469800,02469800,SATILPA CREEK NEAR COFFEEVILLE AL,3160203,South Atlantic-Gulf,164,STREAM,31.744,-88.022,U,"<a href=http://maps.google.com/?q=31.7443247283,-88.0225065809+(02469800)&z=14>google map</a>"
AL,ALABAMA,MOBILE,2470500,02470500,MOBILE RIVER AT MT VERNON AL,3160204,South Atlantic-Gulf,42867,STREAM,31.086,-87.977,U,"<a href=http://maps.google.com/?q=31.0865663611,-87.9772203367+(02470500)&z=14>google map</a>"
AL,ALABAMA,MOBILE,2471001,02471001,CHICKASAW CREEK NEAR KUSHLA AL,3160204,South Atlantic-Gulf,125,STREAM,30.802,-88.143,U,"<a href=http://maps.google.com/?q=30.8029646555,-88.1433355309+(02471001)&z=14>google map</a>"
PA,PENNSYLVANIA,MCKEAN,3010500,03010500,"ALLEGHENY RIVER AT ELDRED, PA",5010001,Ohio,550,STREAM,41.963,-78.386,S,"<a href=http://maps.google.com/?q=41.9633980272,-78.3861286671+(03010500)&z=14>google map</a>"
PA,PENNSYLVANIA,WARREN,3015000,03015000,"CONEWANGO CREEK AT RUSSELL, PA",5010002,Ohio,816,STREAM,41.938,-79.133,S,"<a href=http://maps.google.com/?q=41.9381144989,-79.1331010391+(03015000)&z=14>google map</a>"
PA,PENNSYLVANIA,WARREN,3015560,03015560,"TIDIOUTE CREEK AT TIDIOUTE, PA",5010003,Ohio,19.66,STREAM,41.683,-79.409,S,"<a href=http://maps.google.com/?q=41.6833936998,-79.4094923854+(03015560)&z=14>google map</a>"
PA,PENNSYLVANIA,FOREST,3015700,03015700,"BEAVER RUN AT ENDEVOR, PA",5010003,Ohio,9.41,STREAM,41.586,-79.354,S,"<a href=http://maps.google.com/?q=41.5867282354,-79.3544903128+(03015700)&z=14>google map</a>"
PA,PENNSYLVANIA,WARREN,3015795,03015795,"EAST HICKORY CREEK NEAR QUEEN, PA",5010003,Ohio,20.3,STREAM,41.642,-79.338,S,"<a href=http://maps.google.com/?q=41.6420054791,-79.3381018286+(03015795)&z=14>google map</a>"
PA,PENNSYLVANIA,WARREN,3016005,03016005,"LITTLE HICKORY RUN AT WEST HICKORY, PA",5010003,Ohio,7.52,STREAM,41.557,-79.415,S,"<a href=http://maps.google.com/?q=41.5578394821,-79.4153242948+(03016005)&z=14>google map</a>"
PA,PENNSYLVANIA,WARREN,3016805,03016805,"SOUTH BRANCH TIONESTA CREEK AT CHERRY RUN, PA",5010003,Ohio,41.25,STREAM,41.634,-78.996,S,"<a href=http://maps.google.com/?q=41.6342280288,-78.9969824582+(03016805)&z=14>google map</a>"
PA,PENNSYLVANIA,FOREST,3017820,03017820,"ROSS RUN NEAR CRYSTAL SPRINGS, PA",5010003,Ohio,8.53,STREAM,41.514,-79.324,S,"<a href=http://maps.google.com/?q=41.5147846308,-79.3247667252+(03017820)&z=14>google map</a>"
PA,PENNSYLVANIA,FOREST,3018900,03018900,"COON CREEK NEAR NEWMANSVILLE, PA",5010003,Ohio,34.78,STREAM,41.44,-79.328,S,"<a href=http://maps.google.com/?q=41.4400627012,-79.3286551875+(03018900)&z=14>google map</a>"
PA,PENNSYLVANIA,FOREST,3020055,03020055,"LITTLE TIONESTA CREEK AT TIONESTA, PA",5010003,Ohio,11.73,STREAM,41.465,-79.473,S,"<a href=http://maps.google.com/?q=41.4653398859,-79.4733800462+(03020055)&z=14>google map</a>"
